,Finish_x,Color,noterating,Comments,Taste,url,Nose,Category,,Strength,Bottler,District,Vintage,Label,header,Bottled,Bottle code,Distilleries,Price_x,Barcode,Casktype,Bottling serie,Age,Number of bottles,Bottled for,Casknumber,Distillery,Market,Size,Body,overall rating,Finish_y,Price_y,Initial taste,Weighted Rate,Nose - Aroma,Presentation,number of member votes
904,"De longueur moyenne, sur le pamplemousse, le Tonic, joli combo amer/acide.",Pale gold,89,"Le premier nez m'a rebut, mais son volution m'a rapidement sduit. La bouche est superbe malgr un trs lger manque de puissance. Trs beau malt qui demande du temps et un peu d'attention pour se livrer pleinement. Un malt boire seul, ou en dbut de set. J'ai bien failli passer ct. Un peu plus d'expressivit et de puissance l'aurait emmen aux 90.","L'attaque manque un peu de peps, mais le milieu est trs beau, mlant la douceur des fruits jaunes et de la cire, l'acidit des agrumes (citron lime), et une fracheur vgtale qui l'quilibre (bruyre ?). L'ensemble demeure plutt sec, pas de bombe vanille/sucre ici et c'est tant mieux. On retrouve une lgre amertume de Tonic en fin de bouche. L'alcool est trs bien intgr, presque trop, un peu de puissance en sus aurait peut-tre permis de gagner en expressivit.",http://www.whiskybase.com/whisky/45821/highland-park-1985-ca,"Puissant. On est d'abord en prsence d'un fruit/lact bien prsent (yaourts la poire) accompagns de malt d'orge fum et de quelques notes plus vgtales (bruyre). Bonne nouvelle, ces armes lacts s'vanouissent assez vite pour laisser place des fruits jaunes mls d'agrumes doux tandis que des notes cireuses et vanilles s'installent en arrire-plan. Il se fait galement minral l'aration.","Single Malt from Islands, Scotland",,48.3 % Vol.,Cadenhead,Orkney,1985,,Highland Park 1985 CA,10.2013,,,"146,96$ 195,46 117,57",,Bourbon Hogshead,Authentic Collection,28 years old,,,,Highland Park,,700 ml,,,,,,,,,
905,"bonne longueur, acidule.",Pale straw,89,"Trs bon HP, dans un style assez austre mais avec beaucoup de classe.","un peu austre, a fait assez vieux, assez proche du HP 1981 TWA ""funghi"" mais celui-ci est moins fruit. On est loin des jeunes HP, pas de miel ici. Encore de la cire, des fruits (citron, pche, abricot), herbe coupe. Assez puissant, alcool bien intgr. Texture lgrement paisse.",http://www.whiskybase.com/whisky/45821/highland-park-1985-ca,"un soupon de fume, crales, herbe coupe (bruyre ?), un peu de fruits surtout aprs quelques minutes dans le verre (agrumes et fruits jaunes, citron et abricot surtout), un peu de cire, un ct minral.","Single Malt from Islands, Scotland",,48.3 % Vol.,Cadenhead,Orkney,1985,,Highland Park 1985 CA,10.2013,,,"146,96$ 195,46 117,57",,Bourbon Hogshead,Authentic Collection,28 years old,,,,Highland Park,,700 ml,,,,,,,,,
906,Long and apart Tender bitter from the wood combines with soft sweet Salt >> replaced >> bitter and interplay of salt and sweet malt,Amber,91,"was there a touch of smoke?he made me so captivated, I was inattentive ...Great I need more","wow ...how soft and harmonious .. the ripe fruit in liquid, permeated with the damp woody tone of the core refined with subtle notes of whisky",http://www.whiskybase.com/whisky/43251/karuizawa-1999,your thumb rubs over the mature plum the friction on the dark skin created this fragrance .. your fingers press into the fruit to the core and pull them apart the fruit is close to your nose and you smell at the core how mature the plum is .. her mature woody plum fragance makes you want to bite into it So we drink ...,Single Malt from Japan,,61.3 % Vol.,Distillery Bottling,,30.03.1999,,Karuizawa 1999,05.08.2013,,,"368,00$ 489,44 294,40",,Sherry Butt,Joint bottling of HST,14 years old,,"Liquors Hasegawa, Sake Shop Sato and Whisky Shop Tamagawaya",2316,Karuizawa,,700 ml,0.00,88.77,0.00,0.00,0.00,0.00,0.00,0.00,15
907,Lang und apartZartes Bitter vom Holz vereinigt sich mit weichem S >> Salz ersetzt bitter >> Wechselspiel von Salz und sem Malz,Amber,91,"War in diesem Whisky Rauch??Ich glaube eine SpurEr hat mich einfach so in seinen Bann gezogen, ich war unaufmerksamToll ich brauche mehr ;)yes! I'm in heaven","Boah wie weich und harmonisch.. die reife Frucht in flssig, durchzogen mit dem feuchten holzigen Ton des Kernesmit subtilen Whiskynoten veredelt",http://www.whiskybase.com/whisky/43251/karuizawa-1999,Dein Daumen reibt ber die reife Pflaume und die Reibung auf der dunklen Haut erzeugt diesen Duft..Deine Finger drcken in die Frucht bis zum Kern und ziehen sie auseinanderdicht an Deine Nase schiebst Du die Frucht und riechst am Kern wie reif die Pflaume ist.. ihr reifer holziger Pflaumenduft macht Lust hinein zu beienalso trinken wir,Single Malt from Japan,,61.3 % Vol.,Distillery Bottling,,30.03.1999,,Karuizawa 1999,05.08.2013,,,"368,00$ 489,44 294,40",,Sherry Butt,Joint bottling of HST,14 years old,,"Liquors Hasegawa, Sake Shop Sato and Whisky Shop Tamagawaya",2316,Karuizawa,,700 ml,0.00,88.77,0.00,0.00,0.00,0.00,0.00,0.00,15
908,The typical character of Caol Ila does shine through on the very long finish. A salty death.,Jonquiripe corn,90,"Amazingly good! This is an absolute delight. Ah, Caol Ila, you are my favorite Ileach indeed! Alas, this half bottle will set you back about 250 EUR. But what a feast!",The arrival is silky soft. Some mild spices in the shape of nutmeg and some ginger. Mustard seeds? The fruit evolves towards citrus mostly. Think lime and pink grapefruit. Liquorice and a touch of oak kick in.,http://www.whiskybase.com/whisky/55174/caol-ila-1976-mos,"Boy, forget everything you think you know about Caol Ila. There is hardly anything maritime (some fish oil, maybe) in this nose, let alone any peat (well, maybe just a tad). This is pure tropical fruit! Mango, apricots and even some kiwi. A touch of coconut, mostly the outer skin. A pinch of salt and some quinine give it depth, while the smoke develops quietly in the background. Delicious!","Single Malt from Islay, Scotland",,55.2 % Vol.,Malts of Scotland,Islay,1976,,Caol Ila 1976 MoS,2014,,,"249,00$ 331,17 199,20",,Bourbon Hogshead,Angels Choice,38 years old,125,,MoS 14020,Caol Ila,,350 ml,0.00,89.71,0.00,0.00,0.00,0.00,0.00,0.00,9
909,A dry medium finish,Pale straw,93,"A light, fresh whisky, would be good on your poragefirst thing in the morning",Vanilla with soft fruits coming through and a spicy towards the end,http://www.whiskybase.com/whisky/54301/auchentoshan-2001-dod,"Vanilla, banana, apples and I found some citrus, more towards the lemon","Single Malt from Lowlands, Scotland",,46.0 % Vol.,Douglas Of Drumlanrig,Lowlands,11.2001,,Auchentoshan 2001 DoD,02.2014,,,"79,27$ 105,43 63,42",,Refill Hogshead,,12 years old,326,,LD10300,Auchentoshan,,700 ml,92.00,93.00,92.00,93.00,94.00,92.80,93.00,93.00,1
910,Quite long with lingering peat smoke and a saltiness.,White wine,86,Takes water well.,"Nice mix of sweet barley, peat, and cured meat. Tobacco. Licorice all sorts. Some salt. Water brings out fruitiness and more fresh barley. Also makes it ashier.",http://www.whiskybase.com/whisky/45555/ardmore-2002-smws-6643,"Smoke, crispy bacon. Lamb doner kebab (slightly odd). A little medicinal - carbolic soap. Some white fleshed fruits. Water makes it more maritime and salty and also brings out some heather/herbal notes.","Single Malt from Highlands, Scotland",,58.7 % Vol.,Scotch Malt Whisky Society,Eastern Highlands,19.10.2002,,Ardmore 2002 SMWS 66.43,2013,,,,,Refill Barrel,Charmingly hefty & manly,10 years old,237,,66.43,Ardmore,,700 ml,0.00,86.50,0.00,0.00,0.00,0.00,0.00,0.00,2
911,"Longue, pice et fruite avec tous les composants de la bouche qui restent bien prsents. Ne ncessite pas d'eau",Pale straw,88,Une jolie bouteille au superbe rapport qualit prix. ATTENTION cette note concerne le ft 1341,"Doux et pic, caractris par la prsence de tourbe, iode, goudron, noix, citron, vanille ( ananas? ).",http://www.whiskybase.com/whisky/42016/laphroaig-2006-cc,"Trs doux globalement avec prsence de turbe douce, de sel et de notes goudronnes ainsi qu'une grande douceur abondamment fruite.","Single Malt from Islay, Scotland",,46.0 % Vol.,Cooper's Choice,Islay,2006,New Blue Label,Laphroaig 2006 CC,22.04.2013,,,"49,90$ 66,37 39,92",,,,07 years old,750,,1340,Laphroaig,,700 ml,0.00,87.50,0.00,0.00,0.00,0.00,0.00,0.00,4
912,,Old gold,85,,dunner zoet rijp fruit appel munt,http://www.whiskybase.com/whisky/46401/balmenach-1988-sv,rokerig turf fris rook,"Single Malt from Speyside, Scotland",,56.5 % Vol.,Signatory Vintage,Speyside,18.10.1988,,Balmenach 1988 SV,24.10.2013,,,"103,56$ 137,73 82,85",,,Cask Strength Collection,25 years old,284,,2797,Balmenach,,700 ml,86.00,86.20,85.00,84.00,82.00,84.60,86.00,84.00,7
913,Les fruits et les crales cdent la place une amertume un peu trop persistante et ce d'autant plus lorsque on ajoute un peu d'eau au whisky.,Jonquiripe corn,85,"Ben, n'ajoutez pas d'eau! Le dram s'est montr super agrable accompagn d'un Stilton! (Essayez!)","Agrable, clean, fruit , peu complexe, miel, rond. On retrouve la fracheur menthole du nez. Un peu d'amertume en finale.",http://www.whiskybase.com/whisky/51264/ben-nevis-1996-ca,"Massepain, crmeux, vanille, crme brle , lavande?, violette . Frais et fruit . Une touche menthole ou camphre . Clean et crispy.","Single Malt from Highlands, Scotland",,46.0 % Vol.,Cadenhead,Western Highlands,1996,,Ben Nevis 1996 CA,12.2013,,,58.50$ 77.81 46.80,,Bourbon Hogsheads,Small Batch,17 years old,510,,,Ben Nevis,,700 ml,83.00,84.33,85.00,92.00,84.00,85.30,85.00,87.00,3
914,a bit drying and medium long with linering spices and citrus - orange,Burnished,88,tasted with Whiskyclub Spakenburg Whiskydiner 2014,"orange, spices - pepper, herbs, earthy sherry tones and mint - pepper mint",http://www.whiskybase.com/whisky/44618/longmorn-1989-mcc,"orange, spices, mint, chocolate, some floral notes and syrup","Single Malt from Speyside, Scotland",,53.3 % Vol.,Mackillop's Choice,Speyside,15.12.1989,,Longmorn 1989 McC,04.2013,,,160.00$ 212.80 128.00,,Sherry Wood,Single Cask,,,,18772,Longmorn,,700 ml,0.00,86.50,0.00,0.00,0.00,0.00,0.00,0.00,4
915,"langwenn man denkt er ist wegkommt er wiedermalzigHolz, etwas LeimMalzse mit ganz zarter Bitterkeitam Ende bleibt frisches Holzund ich muss an einen Bourbon denken",Treacle,88,eine beeindruckende Optikdie Nase ist etwas erdrckt von klebrigem eingetrocknetem Sherryder Mund ist gewaltig und massigpassend zur Farbe der Abgang ist angenehm und langinsgesamt bleibt das Gefhl :Paxarettegeschmack (was immer es auch wirklich war) hat hier einiges Gutes erschlagenein old fashion Whisky,die ganze Ladung Schokolade und klebriger eingetrockneter Sherry auf der Zungeschner hintergrndiger RauchZitrusaromen & herbes de provence und dann kommt Malz und das frische Eichenholz mit einer Leimnote,http://www.whiskybase.com/whisky/44558/bowmore-1997,"Frisches Eichenholz mit Leim, Paxarette und feiner Rauch","Single Malt from Islay, Scotland",,53.2 % Vol.,Distillery Bottling,Islay,1997,,Bowmore 1997,2013,,,"359,99$ 478,79 287,99",,Sherry,Hand-Filled,16 years old,,,1215,Bowmore,,700 ml,0.00,90.24,0.00,0.00,0.00,0.00,0.00,0.00,19
916,Short and spicy with a hint of smoke. Disappears quickly.,Treacle,84,"A good whisky not a brilliant one. After I tasted it I looked this whisky up on Whiskybase, and to my surprise it has an average score of 90+! Going by that rating, it seems like a no-brainer. That just goes to show that whether you like a whisky or not is nothing more than a matter of taste. Don't rely too much on ratings by other people.","A warm mouthfeel. Medicinal and smoky, more so than I would've expected from the nose. With water it surprisingly gets more creamy and a bit salty. Not as much sherry, just a little bit with a feint wood bitterness.",http://www.whiskybase.com/whisky/44558/bowmore-1997,Very sweet with only a tiny hint of smoke. A lot of sherry influence with chocolate and coffee notes. Very meaty and full.,"Single Malt from Islay, Scotland",,53.2 % Vol.,Distillery Bottling,Islay,1997,,Bowmore 1997,2013,,,"359,99$ 478,79 287,99",,Sherry,Hand-Filled,16 years old,,,1215,Bowmore,,700 ml,0.00,90.24,0.00,0.00,0.00,0.00,0.00,0.00,19
917,"Der Abgang ist lang, mit verbranntem Karamell und etwas Sure.",Tawny,92,Bei dem Preis erwarte ich Perfektion. Vom Geschmack bin ich leider etwas enttuscht. Da hat mir der 72er Batch 7 besser gefallen. Die hohe Punktzahl wurde nur durch die fantastische Nase erreicht.,"Starke Se am Anfang. Doch der Alkohol kommt schnell und heftig. Zwar nicht unbedingt auf unangenehme Weise, aber als angenehm habe ich es auch nicht unbedingt empfunden. Ich wrde sagen, dass der Alkohol die Aromen verdeckt. Man sollte also etwas mit Wasser verdnnen. Durch ein paar Tropfen Wasser kommen die Aromen der Nase durch. Trotzdem bleibt eine gewisse Schrfe vorhanden. Wems gefllt...!",http://www.whiskybase.com/whisky/50468/glendronach-1972,"Schne Aromen von gersteten Nssen im Verbund mit sem Sherry. Dann folgen angebrannter Toast, Espresso, etwas Mocca, Nougat, etwas Vanille, einige schne orientalische Gewrze und Frchte, wie Himbeeren. Entfernt findet sich auch Honigmelone. - Sehr komplex -","Single Malt from Highlands, Scotland",,51.7 % Vol.,Distillery Bottling,,28.02.1972,,Glendronach 1972,10.2013,LG71062,,720.00$ 957.60 576.00,5060088797426,Oloroso Sherry Butt,Single Cask - Batch 9,41 years old,448,,702,Glendronach,,700 ml,0.00,93.17,0.00,0.00,0.00,0.00,0.00,0.00,31
918,"This gets better with time, the tiniest hint of smoke along with some more caramel and red fruit.",Burnished,84,I'd describe this as a light version of the 18yo,"Still good but it doesnt quite deliver on the promise of the nose. Plenty of sherry notes and red dried fruit, but a bit weak.",http://www.whiskybase.com/whisky/46728/bunnahabhain-2002-vw,"The nose on this one is really good! Having matured in a first fill sherry butt for eleven years doesnt hurt. Its sweet but not overpowering with notes of caramel, fudge, hay and coffee beans.","Single Malt from Islay, Scotland",,46.0 % Vol.,van Wees,Islay,04.02.2002,,Bunnahabhain 2002 vW,05.11.2013,,,"38,00$ 50,54 30,40",,First Fill Sherry Butt,The Ultimate,11 years old,813,,422,Bunnahabhain,,700 ml,84.67,84.42,82.00,86.67,82.00,83.17,83.33,81.00,14
919,almonds and overwelming wine.,Gin clear,84,did had better wine finishes. this one is not bad.,"nuts and almonds, ripe fruits.",http://www.whiskybase.com/whisky/40419/tullibardine-1993-ca,looks like a bottle wine. nose is just the same.,"Single Malt from Highlands, Scotland",,48.3 % Vol.,Cadenhead,Central Highlands,1993,,Tullibardine 1993 CA,02.2013,,,72.00$ 95.76 57.60,,Chateau Lafitte,Wine Cask,19 years old,,,,Tullibardine,,700 ml,0.00,86.25,0.00,0.00,0.00,0.00,0.00,0.00,6
920,Long. Spices of pepper and nutmeg. Tanninic. Pine.,Chestnutoloroso sherry,90,A very juicy Benriach. Awesome. Tnx Ravi for the sample!,Christmas cake. Stewed fruits. Espresso coffee and some dark chocolate. It's all very smooth and sweet. Liqueur.,http://www.whiskybase.com/whisky/43319/benriach-1994,Polished oak. Nutiness. Sandalwood. Hints of sweet sherry. Raisins and butterscotch. Also honey and vanilla.,"Single Malt from Speyside, Scotland",,55.5 % Vol.,Distillery Bottling,Speyside,1994,,BenRiach 1994,06.2013,,,"97,50$ 129,68 78,00",,Virgin American Oak Finish,Batch 10,18 years old,261,,4385,BenRiach,,700 ml,0.00,88.55,0.00,0.00,0.00,0.00,0.00,0.00,13
921,"Pleasant, long, slightly dry and bitter.",Yellow gold,88,"Excellent Littlemill again, although I prefer the 1988 cask 12.","Wow, that's lovely - surprisingly it is not sweet but powerful and peppery with lots of vanilla.",http://www.whiskybase.com/whisky/54024/littlemill-1989-arc,"Quite similar to the Archives 1988 cask 12, which I tasted the day before, but a diluted version with less apple aromas. Very fresh with notes of diluted apple juice and vanilla at first nosing. Smells like an orchard, a mix of wild apple trees growing on a grassy meadow.","Single Malt from Lowlands, Scotland",,53.0 % Vol.,Archives,Lowlands,10.1989,,Littlemill 1989 Arc,02.2014,,,"130,00$ 172,90 104,00",,Bourbon Hogshead,Voyage dans l'Amerique Meridionale,24 years old,178,Joint bottling with the CasQueteers,42,Littlemill,,700 ml,90.00,89.13,91.50,89.50,91.00,90.55,90.00,91.00,33
922,"spices, ginger, chocolate - Toblerone with butterscotch and lemon grass",Yellow gold,87,great finish! tasted with Aby,a touch of smoke and citrus,http://www.whiskybase.com/whisky/54024/littlemill-1989-arc,"nice bourbon fruits like - pear and peach, typical Littlemill, polish, wet carton and coconut","Single Malt from Lowlands, Scotland",,53.0 % Vol.,Archives,Lowlands,10.1989,,Littlemill 1989 Arc,02.2014,,,"130,00$ 172,90 104,00",,Bourbon Hogshead,Voyage dans l'Amerique Meridionale,24 years old,178,Joint bottling with the CasQueteers,42,Littlemill,,700 ml,90.00,89.13,91.50,89.50,91.00,90.55,90.00,91.00,33
923,"Toffee, apple, roasted almond, orange, vanilla, glue and smoke.",Yellow gold,87,Small sample from Whiskybase. The finish is the best part about this one. 87/88.,"Caramel, pepper, grain, apple, roasted almond, vanilla and a little smoke.",http://www.whiskybase.com/whisky/54024/littlemill-1989-arc,"Green apple, orange, grapefruit, grains, vanilla, almond and peach.","Single Malt from Lowlands, Scotland",,53.0 % Vol.,Archives,Lowlands,10.1989,,Littlemill 1989 Arc,02.2014,,,"130,00$ 172,90 104,00",,Bourbon Hogshead,Voyage dans l'Amerique Meridionale,24 years old,178,Joint bottling with the CasQueteers,42,Littlemill,,700 ml,90.00,89.13,91.50,89.50,91.00,90.55,90.00,91.00,33
924,"gentiane confite, poivr, amertume fine trs plaisante et extrmement apritive (avec le ct zesty en prime) autant dire easy drinkable;",Old gold,88,,"longueur moyenne sur du velours. Beaucoup de fruits et de vanille, trs ptissier, sve sucre (suc d'ortie blanche) . Intgration parfaitement fondue de l'alcool. L'ajout d'eau amplifie le ct biscuit et malt de mme qu'une note de chocolat au lait.",http://www.whiskybase.com/whisky/44980/glenburgie-1997-gm,"fruit, confiserie, vanille de synthse, creme brule, zestes, citron, citron vert, melon, pamplemousse.poivr.","Single Malt from Speyside, Scotland",,58.1 % Vol.,Gordon & MacPhail,Speyside,06.11.1997,,Glenburgie 1997 GM,07.2013,,,84.00$ 111.72 67.20,5020613044647,First Fill Bourbon Cask,Reserve,15 years old,199,van Wees,8568,Glenburgie,,700 ml,89.00,88.42,88.50,88.00,90.50,89.40,90.50,89.00,26
